# 白名单：不参与测速，直接注入结果并保留在最前。格式：频道名,地址
# 由助手生成(三网合并 + 91看电视 + 午夜剧场)

# ===== 📺央视频道(三网合并,不测速) =====
CCTV-2,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000002/index.m3u8
CCTV-2,http://150.138.8.143/00/SNM/CHANNEL00000317/index.m3u8
CCTV-2,http://39.89.160.82:5140/CCTV2?cors
CCTV-2,https://livealiop-finance.cctv.cn/hls/CCTV28bee868714f04ea2af79947bb9b46fc3H/playlist.m3u8
CCTV-2,http://utuxx.91kds.cn/live1/cctv2.m3u8?id=cctv2hd&pwd=jsdecode
CCTV-2,http://222.173.9.81/00/SNM/CHANNEL00000317/index.m3u8
CCTV-2,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=cctv2hd&pwd=jsdecode
CCTV-2,http://utuxx.91kds.cn/live1/zbdq7.m3u8?id=cctv2hd&pwd=jsdecode
CCTV-2,http://utuxx.91kds.cn/live1/zbdq6.m3u8?id=cctv2hd&pwd=jsdecode
CCTV-2,http://utuxx.91kds.cn/live1/zbdq5.m3u8?id=cctv2hd&pwd=jsdecode
CCTV-2,http://utuxx.91kds.cn/live1/zbdq4.m3u8?id=cctv2hd&pwd=jsdecode
CCTV-2,http://utuxx.91kds.cn/live1/zbdq3.m3u8?id=cctv2hd&pwd=jsdecode
CCTV-2,http://utuxx.91kds.cn/live1/zbdq2.m3u8?id=cctv2hd&pwd=jsdecode
CCTV-2,http://utuxx.91kds.cn/live1/zbdq1.m3u8?id=cctv2hd&pwd=jsdecode
CCTV-2,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=cctv2hd&pwd=jsdecode
CCTV-2,http://utuxx.91kds.cn/live1/dsdq.m3u8?id=cctv2hd&pwd=jsdecode
CCTV-2,http://utuxx.91kds.cn/live1/cctvxw.m3u8?bt=2&id=cctv2hd&pwd=jsdecode
CCTV-2,http://ksjgj.cn:8888/udp/239.49.8.50:9802
CCTV-2,http://171.8.168.109:8800/udp/239.16.10.127:2000
CCTV-2,http://www.huakangyaoye.cn:8800/udp/225.1.2.78:10462
CCTV-2,http://swtyc.f3322.org:8880/udp/239.69.1.102:10250
CCTV-2,http://www.xk8.top:8001/udp/239.69.1.102:10250
CCTV-2,http://www.dwphic.com:9999/udp/239.69.1.102:10250
CCTV-2,http://60.223.72.65:8001/udp/226.0.2.154:9144
CCTV-2,http://60.223.72.148:8004/udp/226.0.2.154:9144
CCTV-2,http://60.223.72.233:8004/udp/226.0.2.154:9144
CCTV-2,http://60.223.72.96:8004/udp/226.0.2.154:9144
CCTV-2,http://60.223.72.132:8001/udp/226.0.2.154:9144
CCTV-2,http://utuxx.91kds.cn/live1/xuexi.m3u8?id=cctv2&pwd=jsdecode
CCTV-2,http://utuxx.91kds.cn/live1/xuexi1.m3u8?id=cctv2&pwd=jsdecode
CCTV-2,http://utuxx.91kds.cn/live2/sxy.m3u8?id=cctv2&pwd=jsdecode
CCTV-2,rtmp://play.kankanlive.com/live/1698234898628961
CCTV-2,http://utuxx.91kds.cn/live1/cctvxw.m3u8?bt=0&id=cctv2hd&pwd=jsdecode
CCTV-2,http://utuxx.91kds.cn/live1/cctvxw.m3u8?bt=1&id=cctv2hd&pwd=jsdecode
CCTV-2,http://www.xk8.top:8001/udp/239.254.103.154:8998
CCTV-2,http://swtyc.f3322.org:8880/udp/239.253.157.154:8998
CCTV-2,http://www.qfly9236.cn:8888/udp/239.253.92.2:8001
CCTV-2,http://ksjgj.cn:8888/udp/239.49.0.2:8008
CCTV-2,http://tv.zhangzp.top:4022/udp/239.125.1.118:4130
CCTV-3,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000371/index.m3u8
CCTV-3,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000359/index.m3u8
CCTV-3,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000003/index.m3u8
CCTV-3,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000359/index.m3u8
CCTV-3,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000003/index.m3u8
CCTV-3,http://150.138.8.143/00/SNM/CHANNEL00000359/index.m3u8
CCTV-3,http://39.89.160.82:5140/CCTV3?cors
CCTV-3,http://222.173.9.81/00/SNM/CHANNEL00000359/index.m3u8
CCTV-3,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=cctv3hd&pwd=jsdecode
CCTV-3,http://utuxx.91kds.cn/live1/zbdq7.m3u8?id=cctv3hd&pwd=jsdecode
CCTV-3,http://utuxx.91kds.cn/live1/zbdq6.m3u8?id=cctv3hd&pwd=jsdecode
CCTV-3,http://utuxx.91kds.cn/live1/zbdq5.m3u8?id=cctv3hd&pwd=jsdecode
CCTV-3,http://utuxx.91kds.cn/live1/zbdq4.m3u8?id=cctv3hd&pwd=jsdecode
CCTV-3,http://utuxx.91kds.cn/live1/zbdq3.m3u8?id=cctv3hd&pwd=jsdecode
CCTV-3,http://utuxx.91kds.cn/live1/zbdq2.m3u8?id=cctv3hd&pwd=jsdecode
CCTV-3,http://utuxx.91kds.cn/live1/zbdq1.m3u8?id=cctv3hd&pwd=jsdecode
CCTV-3,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=cctv3hd&pwd=jsdecode
CCTV-3,http://utuxx.91kds.cn/live1/dsdq.m3u8?id=cctv3hd&pwd=jsdecode
CCTV-3,http://ksjgj.cn:8888/udp/239.49.8.74:8000
CCTV-3,http://220.167.170.193:4000/udp/239.120.2.32:5141
CCTV-3,http://u.igeizhe.com:2000/udp/238.1.78.170:7232
CCTV-3,http://tv.4000689877.com:4000/udp/239.253.232.191:8000
CCTV-3,http://tv.zhangzp.top:4022/udp/239.125.2.52:4120
CCTV-3,http://swtyc.f3322.org:8880/udp/239.69.1.122:10370
CCTV-3,http://www.xk8.top:8001/udp/239.69.1.122:10370
CCTV-3,http://www.dwphic.com:9999/udp/239.69.1.122:10370
CCTV-3,http://222.173.9.81/00/SNM/CHANNEL00000003/index.m3u8
CCTV-3,http://u.igeizhe.com:2000/udp/238.1.78.174:7264
CCTV-3,http://ksjgj.cn:8888/udp/239.49.0.3:9566
CCTV-3,http://www.qfly9236.cn:8888/udp/239.253.92.67:6007
CCTV-3,http://czkeji.vip:9000/udp/239.252.220.66:5140
CCTV-3,http://tv.4000689877.com:4000/udp/239.253.232.4:8000
CCTV-4,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000382/index.m3u8
CCTV-4,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000320/index.m3u8
CCTV-4,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000350/index.m3u8
CCTV-4,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000351/index.m3u8
CCTV-4,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000004/index.m3u8
CCTV-4,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000320/index.m3u8
CCTV-4,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000350/index.m3u8
CCTV-4,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000351/index.m3u8
CCTV-4,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000004/index.m3u8
CCTV-4,http://150.138.8.143/00/SNM/CHANNEL00000320/index.m3u8
CCTV-4,http://150.138.8.143/00/SNM/CHANNEL00000351/index.m3u8
CCTV-4,http://150.138.8.143/00/SNM/CHANNEL00000350/index.m3u8
CCTV-4,http://150.138.8.132/PLTV/88888888/224/3221227239/494657502.smil/index.m3u8?fmt=ts2hls
CCTV-4,http://39.89.160.82:5140/CCTV4?cors
CCTV-4,http://39.89.160.82:5140/CCTV4中文国际欧洲?cors
CCTV-4,http://39.89.160.82:5140/CCTV4中文国际美洲?cors
CCTV-4,http://39.89.160.82:5140/CCTV4K超高清?cors
CCTV-4,http://222.173.9.81/00/SNM/CHANNEL00000320/index.m3u8
CCTV-4,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=cctv4hd&pwd=jsdecode
CCTV-4,http://utuxx.91kds.cn/live1/zbdq7.m3u8?id=cctv4hd&pwd=jsdecode
CCTV-4,http://utuxx.91kds.cn/live1/zbdq6.m3u8?id=cctv4hd&pwd=jsdecode
CCTV-4,http://utuxx.91kds.cn/live1/zbdq5.m3u8?id=cctv4hd&pwd=jsdecode
CCTV-4,http://utuxx.91kds.cn/live1/zbdq4.m3u8?id=cctv4hd&pwd=jsdecode
CCTV-4,http://utuxx.91kds.cn/live1/zbdq3.m3u8?id=cctv4hd&pwd=jsdecode
CCTV-4,http://utuxx.91kds.cn/live1/zbdq2.m3u8?id=cctv4hd&pwd=jsdecode
CCTV-4,http://utuxx.91kds.cn/live1/zbdq1.m3u8?id=cctv4hd&pwd=jsdecode
CCTV-4,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=cctv4hd&pwd=jsdecode
CCTV-4,http://utuxx.91kds.cn/live1/dsdq.m3u8?id=cctv4hd&pwd=jsdecode
CCTV-4,http://utuxx.91kds.cn/live1/cctvxw.m3u8?bt=2&id=cctv4hd&pwd=jsdecode
CCTV-4,http://ksjgj.cn:8888/udp/239.49.8.51:9806
CCTV-4,http://171.8.168.109:8800/udp/239.16.10.128:2000
CCTV-4,http://220.167.170.193:4000/udp/239.120.2.33:5141
CCTV-4,http://60.223.72.65:8001/udp/226.0.2.156:9160
CCTV-4,http://60.223.72.148:8004/udp/226.0.2.156:9160
CCTV-4,http://60.223.72.233:8004/udp/226.0.2.156:9160
CCTV-4,http://60.223.72.96:8004/udp/226.0.2.156:9160
CCTV-4,http://60.223.72.132:8001/udp/226.0.2.156:9160
CCTV-4,http://222.173.9.81/00/SNM/CHANNEL00000350/index.m3u8
CCTV-4,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=cctv4o&pwd=jsdecode
CCTV-4,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=cctv4o&pwd=jsdecode
CCTV-4,http://shjy.530070.xyz:8000/udp/239.77.0.240:5146
CCTV-4,http://183.33.56.7:8686/udp/239.77.0.240:5146
CCTV-4,http://tv.4000689877.com:4000/udp/239.253.232.186:8000
CCTV-4,http://czkeji.vip:9000/udp/239.252.219.192:5140
CCTV-4,http://swtyc.f3322.org:8880/udp/239.69.1.231:11028
CCTV-4,http://www.xk8.top:8001/udp/239.69.1.231:11028
CCTV-4,http://www.dwphic.com:9999/udp/239.69.1.231:11028
CCTV-4,http://www.huakangyaoye.cn:8800/udp/225.1.2.182:11818
CCTV-4,http://www.qfly9236.cn:8888/udp/239.253.93.192:6370
CCTV-4,http://222.173.9.81/00/SNM/CHANNEL00000351/index.m3u8
CCTV-4,http://www.qfly9236.cn:8888/udp/239.253.93.193:6371
CCTV-4,http://tv.4000689877.com:4000/udp/239.253.232.187:8000
CCTV-4,http://czkeji.vip:9000/udp/239.252.219.193:5140
CCTV-4,http://swtyc.f3322.org:8880/udp/239.69.1.232:11034
CCTV-4,http://www.xk8.top:8001/udp/239.69.1.232:11034
CCTV-4,http://www.dwphic.com:9999/udp/239.69.1.232:11034
CCTV-4,http://www.huakangyaoye.cn:8800/udp/225.1.2.183:11824
CCTV-4,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=cctv4ka&pwd=jsdecode
CCTV-4,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=cctv4k&pwd=jsdecode
CCTV-4,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=cctv4ka&pwd=jsdecode
CCTV-4,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=cctv4k&pwd=jsdecode
CCTV-4,http://utuxx.91kds.cn/live1/cctvxw.m3u8?bt=0&id=cctv4k&pwd=jsdecode
CCTV-4,http://utuxx.91kds.cn/live1/cctvxw.m3u8?bt=1&id=cctv4k&pwd=jsdecode
CCTV-4,http://utuxx.91kds.cn/live1/cctvxw.m3u8?bt=2&id=cctv4k&pwd=jsdecode
CCTV-4,http://183.222.206.14:18097/udp/239.93.42.41:5140
CCTV-4,http://183.222.206.14:8096/udp/239.93.42.41:5140
CCTV-4,http://hhska.3322.org:8096/udp/239.93.42.41:5140
CCTV-4,http://183.222.206.14:18097/udp/239.93.42.42:5140
CCTV-4,http://183.222.206.14:8096/udp/239.93.42.42:5140
CCTV-4,http://hhska.3322.org:8096/udp/239.93.42.42:5140
CCTV-4,http://u.igeizhe.com:2000/udp/238.1.78.137:6968
CCTV-4,http://shjy.530070.xyz:8000/udp/239.77.0.194:5146
CCTV-4,http://183.33.56.7:8686/udp/239.77.0.194:5146
CCTV-4,http://utuxx.91kds.cn/live1/xuexi1.m3u8?id=cctv4&pwd=jsdecode
CCTV-4,http://utuxx.91kds.cn/live1/xuexi.m3u8?id=cctv4&pwd=jsdecode
CCTV-4,rtmp://play.kankanlive.com/live/1698234936258960
CCTV-4,http://utuxx.91kds.cn/live1/cctvxw.m3u8?bt=0&id=cctv4hd&pwd=jsdecode
CCTV-4,http://utuxx.91kds.cn/live1/cctvxw.m3u8?bt=1&id=cctv4hd&pwd=jsdecode
CCTV-4,http://www.xk8.top:8001/udp/239.254.103.155:9004
CCTV-4,http://swtyc.f3322.org:8880/udp/239.253.157.155:9004
CCTV-4,http://ksjgj.cn:8888/udp/239.49.0.4:8024
CCTV-4,http://60.223.72.65:8001/udp/226.0.1.21:3036
CCTV-4,http://60.223.72.148:8004/udp/226.0.1.21:3036
CCTV-4,http://60.223.72.233:8004/udp/226.0.1.21:3036
CCTV-4,http://60.223.72.96:8004/udp/226.0.1.21:3036
CCTV-4,http://60.223.72.132:8001/udp/226.0.1.21:3036
CCTV-4,http://tv.zhangzp.top:4022/udp/239.125.1.141:4130
CCTV-5,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000372/index.m3u8
CCTV-5,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000360/index.m3u8
CCTV-5,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000360/index.m3u8
CCTV-5,http://150.138.8.143/00/SNM/CHANNEL00000360/index.m3u8
CCTV-5,http://39.89.160.82:5140/CCTV5?cors
CCTV-5,http://39.89.160.82:5140/CCTV5/2?cors
CCTV-5,http://222.173.9.81/00/SNM/CHANNEL00000360/index.m3u8
CCTV-5,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=cctv5hd&pwd=jsdecode
CCTV-5,http://utuxx.91kds.cn/live1/zbdq7.m3u8?id=cctv5hd&pwd=jsdecode
CCTV-5,http://utuxx.91kds.cn/live1/zbdq6.m3u8?id=cctv5hd&pwd=jsdecode
CCTV-5,http://utuxx.91kds.cn/live1/zbdq5.m3u8?id=cctv5hd&pwd=jsdecode
CCTV-5,http://utuxx.91kds.cn/live1/zbdq4.m3u8?id=cctv5hd&pwd=jsdecode
CCTV-5,http://utuxx.91kds.cn/live1/zbdq3.m3u8?id=cctv5hd&pwd=jsdecode
CCTV-5,http://utuxx.91kds.cn/live1/zbdq2.m3u8?id=cctv5hd&pwd=jsdecode
CCTV-5,http://utuxx.91kds.cn/live1/zbdq1.m3u8?id=cctv5hd&pwd=jsdecode
CCTV-5,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=cctv5hd&pwd=jsdecode
CCTV-5,http://utuxx.91kds.cn/live1/dsdq.m3u8?id=cctv5hd&pwd=jsdecode
CCTV-5,http://swtyc.f3322.org:8880/udp/239.69.1.13:9718
CCTV-5,http://www.xk8.top:8001/udp/239.69.1.13:9718
CCTV-5,http://www.dwphic.com:9999/udp/239.69.1.13:9718
CCTV-5,http://171.8.168.109:8800/udp/239.16.10.132:2000
CCTV-5,http://ksjgj.cn:8888/udp/239.49.8.75:8000
CCTV-5,http://220.167.170.193:4000/udp/239.120.2.34:5141
CCTV-5,http://u.igeizhe.com:2000/udp/238.1.78.171:7240
CCTV-5,http://222.173.9.81/00/SNM/CHANNEL30000005/index.m3u8
CCTV-5,http://u.igeizhe.com:2000/udp/238.1.78.175:7272
CCTV-5,http://ksjgj.cn:8888/udp/239.49.0.5:9570
CCTV-5,http://www.qfly9236.cn:8888/udp/239.253.92.62:6008
CCTV-5,http://czkeji.vip:9000/udp/239.252.220.67:5140
CCTV-5,http://tv.4000689877.com:4000/udp/239.253.232.6:8000
CCTV-5+,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000316/index.m3u8
CCTV-5+,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000316/index.m3u8
CCTV-5+,http://150.138.8.143/00/SNM/CHANNEL00000316/index.m3u8
CCTV-5+,http://222.173.9.81/00/SNM/CHANNEL00000316/index.m3u8
CCTV-5+,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=cctv5p&pwd=jsdecode
CCTV-5+,http://utuxx.91kds.cn/live1/zbdq7.m3u8?id=cctv5p&pwd=jsdecode
CCTV-5+,http://utuxx.91kds.cn/live1/zbdq6.m3u8?id=cctv5p&pwd=jsdecode
CCTV-5+,http://utuxx.91kds.cn/live1/zbdq5.m3u8?id=cctv5p&pwd=jsdecode
CCTV-5+,http://utuxx.91kds.cn/live1/zbdq4.m3u8?id=cctv5p&pwd=jsdecode
CCTV-5+,http://utuxx.91kds.cn/live1/zbdq3.m3u8?id=cctv5p&pwd=jsdecode
CCTV-5+,http://utuxx.91kds.cn/live1/zbdq2.m3u8?id=cctv5p&pwd=jsdecode
CCTV-5+,http://utuxx.91kds.cn/live1/zbdq1.m3u8?id=cctv5p&pwd=jsdecode
CCTV-5+,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=cctv5p&pwd=jsdecode
CCTV-5+,http://utuxx.91kds.cn/live1/dsdq.m3u8?id=cctv5p&pwd=jsdecode
CCTV-5+,http://220.167.170.193:4000/udp/239.120.1.245:9428
CCTV-5+,http://swtyc.f3322.org:8880/udp/239.253.157.99:8568
CCTV-5+,http://tv.zhangzp.top:4022/udp/239.125.1.57:5000
CCTV-5+,http://www.xk8.top:8001/udp/239.254.103.234:9484
CCTV-6,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000374/index.m3u8
CCTV-6,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000361/index.m3u8
CCTV-6,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000006/index.m3u8
CCTV-6,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000361/index.m3u8
CCTV-6,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000006/index.m3u8
CCTV-6,http://150.138.8.143/00/SNM/CHANNEL00000361/index.m3u8
CCTV-6,http://39.89.160.82:5140/CCTV6?cors
CCTV-6,http://222.173.9.81/00/SNM/CHANNEL00000361/index.m3u8
CCTV-6,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=cctv6hd&pwd=jsdecode
CCTV-6,http://utuxx.91kds.cn/live1/zbdq7.m3u8?id=cctv6hd&pwd=jsdecode
CCTV-6,http://utuxx.91kds.cn/live1/zbdq6.m3u8?id=cctv6hd&pwd=jsdecode
CCTV-6,http://utuxx.91kds.cn/live1/zbdq5.m3u8?id=cctv6hd&pwd=jsdecode
CCTV-6,http://utuxx.91kds.cn/live1/zbdq4.m3u8?id=cctv6hd&pwd=jsdecode
CCTV-6,http://utuxx.91kds.cn/live1/zbdq3.m3u8?id=cctv6hd&pwd=jsdecode
CCTV-6,http://utuxx.91kds.cn/live1/zbdq2.m3u8?id=cctv6hd&pwd=jsdecode
CCTV-6,http://utuxx.91kds.cn/live1/zbdq1.m3u8?id=cctv6hd&pwd=jsdecode
CCTV-6,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=cctv6hd&pwd=jsdecode
CCTV-6,http://utuxx.91kds.cn/live1/dsdq.m3u8?id=cctv6hd&pwd=jsdecode
CCTV-6,http://ksjgj.cn:8888/udp/239.49.8.76:8000
CCTV-6,http://220.167.170.193:4000/udp/239.120.2.38:5141
CCTV-6,http://u.igeizhe.com:2000/udp/238.1.78.172:7248
CCTV-6,http://tv.4000689877.com:4000/udp/239.253.232.193:8000
CCTV-6,http://222.173.9.81/00/SNM/CHANNEL00000006/index.m3u8
CCTV-6,http://utuxx.91kds.cn/live1/xuexi1.m3u8?id=cctv6&pwd=jsdecode
CCTV-6,http://utuxx.91kds.cn/live1/xuexi.m3u8?id=cctv6&pwd=jsdecode
CCTV-6,http://u.igeizhe.com:2000/udp/238.1.78.176:7280
CCTV-6,http://ksjgj.cn:8888/udp/239.49.0.6:9574
CCTV-6,http://60.223.72.65:8001/udp/226.0.1.23:3026
CCTV-6,http://60.223.72.148:8004/udp/226.0.1.23:3026
CCTV-6,http://60.223.72.233:8004/udp/226.0.1.23:3026
CCTV-6,http://60.223.72.96:8004/udp/226.0.1.23:3026
CCTV-6,http://60.223.72.132:8001/udp/226.0.1.23:3026
CCTV-6,http://www.qfly9236.cn:8888/udp/239.253.92.63:6009
CCTV-6,http://czkeji.vip:9000/udp/239.252.220.68:5140
CCTV-7,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000318/index.m3u8
CCTV-7,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000007/index.m3u8
CCTV-7,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000318/index.m3u8
CCTV-7,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000007/index.m3u8
CCTV-7,http://150.138.8.143/00/SNM/CHANNEL00000318/index.m3u8
CCTV-7,http://39.89.160.82:5140/CCTV7?cors
CCTV-7,http://222.173.9.81/00/SNM/CHANNEL00000318/index.m3u8
CCTV-7,http://utuxx.91kds.cn/live1/jsbv2a.m3u8?id=cctv7hd&pwd=jsdecode
CCTV-7,http://utuxx.91kds.cn/live1/zbdq7.m3u8?id=cctv7hd&pwd=jsdecode
CCTV-7,http://utuxx.91kds.cn/live1/zbdq6.m3u8?id=cctv7hd&pwd=jsdecode
CCTV-7,http://utuxx.91kds.cn/live1/zbdq5.m3u8?id=cctv7hd&pwd=jsdecode
CCTV-7,http://utuxx.91kds.cn/live1/zbdq4.m3u8?id=cctv7hd&pwd=jsdecode
CCTV-7,http://utuxx.91kds.cn/live1/zbdq3.m3u8?id=cctv7hd&pwd=jsdecode
CCTV-7,http://utuxx.91kds.cn/live1/zbdq2.m3u8?id=cctv7hd&pwd=jsdecode
CCTV-7,http://utuxx.91kds.cn/live1/zbdq1.m3u8?id=cctv7hd&pwd=jsdecode
CCTV-7,http://utuxx.91kds.cn/live1/jsbv1.m3u8?id=cctv7hd&pwd=jsdecode
CCTV-7,http://utuxx.91kds.cn/live1/dsdq.m3u8?id=cctv7hd&pwd=jsdecode
CCTV-7,http://utuxx.91kds.cn/live1/cctvxw.m3u8?bt=2&id=cctv7hd&pwd=jsdecode
CCTV-7,http://171.8.168.109:8800/udp/239.16.10.130:2000
CCTV-7,http://www.huakangyaoye.cn:8800/udp/225.1.2.79:10468
CCTV-7,http://1.032000.xyz:8848/udp/239.93.31.67:5140
CCTV-7,http://swtyc.f3322.org:8880/udp/239.69.1.103:10256
CCTV-7,http://www.xk8.top:8001/udp/239.69.1.103:10256
CCTV-7,http://www.dwphic.com:9999/udp/239.69.1.103:10256
CCTV-7,http://60.223.72.65:8001/udp/226.0.2.159:9184
CCTV-7,http://60.223.72.148:8004/udp/226.0.2.159:9184
CCTV-7,http://60.223.72.233:8004/udp/226.0.2.159:9184
